selected_features_bin,experiment_name,pob_accuracy_avg,pob_ngenes_avg,count
AF000562_at,"leukemia_base_0002_4, leukemia_base_0002_15, leukemia_base_0002_23","[1.0, 1.0, 1.0]","[669.0, 654.0, 726.0]",3
AF000573_rna1_at,"leukemia_base_0001_11, leukemia_base_0001_13, leukemia_base_0001_22, leukemia_base_0002_13, leukemia_base_0012_7, leukemia_base_0012_27","[1.0, 1.0, 0.971, 1.0, 1.0, 1.0]","[661.0, 682.0, 690.0, 696.0, 82.0, 57.0]",6
AF000959_at,"leukemia_base_0001_5, leukemia_base_0001_9, leukemia_base_0002_4, leukemia_base_0002_17, leukemia_base_0002_23, leukemia_base_0002_25, leukemia_base_0002_28, leukemia_base_0012_14, leukemia_base_0012_28","[1.0, 0.968, 1.0, 1.0, 1.0, 1.0, 1.0, 0.971, 1.0]","[688.0, 650.0, 669.0, 689.0, 726.0, 716.0, 688.0, 58.0, 65.0]",9
AF001294_at,"leukemia_base_0001_5, leukemia_base_0001_8, leukemia_base_0001_23, leukemia_base_0001_28, leukemia_base_0001_29, leukemia_base_0002_0","[1.0, 1.0, 1.0, 0.971, 1.0, 1.0]","[688.0, 715.0, 646.0, 669.0, 665.0, 685.0]",6
AF001359_f_at,"leukemia_base_0001_1, leukemia_base_0001_6, leukemia_base_0002_18, leukemia_base_0002_20, leukemia_base_0002_22, leukemia_base_0013_2","[1.0, 1.0, 1.0, 1.0, 1.0, 0.971]","[700.0, 677.0, 730.0, 647.0, 676.0, 19.0]",6
AF001548_rna1_at,"leukemia_base_0001_0, leukemia_base_0001_29, leukemia_base_0002_7, leukemia_base_0002_28, leukemia_base_0003_2","[1.0, 1.0, 1.0, 1.0, 1.0]","[680.0, 665.0, 682.0, 688.0, 657.0]",5
AF001620_at,"leukemia_base_0001_6, leukemia_base_0001_9, leukemia_base_0001_18, leukemia_base_0001_29, leukemia_base_0002_15, leukemia_base_0002_20, leukemia_base_0002_21, leukemia_base_0002_25, leukemia_base_0008_15, leukemia_base_0011_7","[1.0, 0.968, 1.0, 1.0, 1.0, 1.0, 0.969, 1.0, 0.891, 0.984]","[677.0, 650.0, 690.0, 665.0, 654.0, 647.0, 679.0, 716.0, 70.0, 26.0]",10
AF001787_s_at,"leukemia_base_0001_4, leukemia_base_0001_12, leukemia_base_0001_14, leukemia_base_0001_16, leukemia_base_0001_19, leukemia_base_0001_20, leukemia_base_0001_21, leukemia_base_0002_1, leukemia_base_0002_15, leukemia_base_0002_22, leukemia_base_0002_23","[0.971, 0.971, 1.0, 0.971, 1.0, 0.971, 1.0, 0.984, 1.0, 1.0, 1.0]","[654.0, 694.0, 700.0, 659.0, 676.0, 632.0, 704.0, 681.0, 654.0, 676.0, 726.0]",11
AF002020_at,"leukemia_base_0001_24, leukemia_base_0001_28, leukemia_base_0002_21, leukemia_base_0013_15","[1.0, 0.971, 0.969, 0.971]","[663.0, 669.0, 679.0, 39.0]",4
AF002224_at,"leukemia_base_0001_21, leukemia_base_0002_2, leukemia_base_0002_5, leukemia_base_0002_15, leukemia_base_0002_21, leukemia_base_0002_22, leukemia_base_0002_23, leukemia_base_0009_3, leukemia_base_0009_19","[1.0, 1.0, 1.0, 1.0, 0.969, 1.0, 1.0, 1.0, 1.0]","[704.0, 683.0, 637.0, 654.0, 679.0, 676.0, 726.0, 67.0, 68.0]",9
AF002700_at,"leukemia_base_0001_0, leukemia_base_0001_9, leukemia_base_0001_13, leukemia_base_0002_13","[1.0, 0.968, 1.0, 1.0]","[680.0, 650.0, 682.0, 696.0]",4
AF003743_at,"leukemia_base_0001_4, leukemia_base_0001_24, leukemia_base_0002_13, leukemia_base_0002_18, leukemia_base_0002_21","[0.971, 1.0, 1.0, 1.0, 0.969]","[654.0, 663.0, 696.0, 730.0, 679.0]",5
AF005037_at,"leukemia_base_0001_2, leukemia_base_0001_7, leukemia_base_0001_13, leukemia_base_0002_3, leukemia_base_0002_10, leukemia_base_0002_13, leukemia_base_0002_22, leukemia_base_0002_26","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[674.0, 692.0, 682.0, 660.0, 657.0, 696.0, 676.0, 711.0]",8
AF005043_at,"leukemia_base_0001_9, leukemia_base_0001_10, leukemia_base_0001_14, leukemia_base_0001_23, leukemia_base_0002_3, leukemia_base_0002_8, leukemia_base_0002_11, leukemia_base_0002_16, leukemia_base_0002_24, leukemia_base_0003_0, leukemia_base_0008_9, leukemia_base_0009_10, leukemia_base_0011_3, leukemia_base_0011_29, leukemia_base_0012_3","[0.968, 0.971, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.997, 0.859, 1.0, 1.0, 1.0, 1.0]","[650.0, 679.0, 700.0, 646.0, 660.0, 694.0, 707.0, 650.0, 683.0, 634.0, 61.0, 62.0, 30.0, 32.0, 61.0]",15
AF005361_at,"leukemia_base_0001_22, leukemia_base_0001_27, leukemia_base_0001_29, leukemia_base_0002_0, leukemia_base_0002_16, leukemia_base_0003_0, leukemia_base_0007_6, leukemia_base_0012_1","[0.971, 1.0, 1.0, 1.0, 1.0, 0.997, 1.0, 0.971]","[690.0, 734.0, 665.0, 685.0, 650.0, 634.0, 67.0, 74.0]",8
AF005775_at,"leukemia_base_0001_0, leukemia_base_0001_8, leukemia_base_0001_13, leukemia_base_0001_20, leukemia_base_0001_21, leukemia_base_0002_0, leukemia_base_0002_2, leukemia_base_0002_13, leukemia_base_0002_15, leukemia_base_0002_19, leukemia_base_0008_21, leukemia_base_0011_1","[1.0, 1.0, 1.0, 0.971, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.859, 0.984]","[680.0, 715.0, 682.0, 632.0, 704.0, 685.0, 683.0, 696.0, 654.0, 683.0, 71.0, 42.0]",12
AF005887_at,"leukemia_base_0001_18, leukemia_base_0001_19, leukemia_base_0001_20, leukemia_base_0001_27, leukemia_base_0002_16, leukemia_base_0002_26, leukemia_base_0007_3","[1.0, 1.0, 0.971, 1.0, 1.0, 1.0, 0.984]","[690.0, 676.0, 632.0, 734.0, 650.0, 711.0, 58.0]",7
AF006041_at,"leukemia_base_0001_5, leukemia_base_0001_27, leukemia_base_0002_1, leukemia_base_0002_2, leukemia_base_0002_10, leukemia_base_0008_21, leukemia_base_0009_17, leukemia_base_0012_29","[1.0, 1.0, 0.984, 1.0, 1.0, 0.859, 0.984, 1.0]","[688.0, 734.0, 681.0, 683.0, 657.0, 71.0, 66.0, 51.0]",8
AF006084_at,"leukemia_base_0001_4, leukemia_base_0001_8, leukemia_base_0001_15, leukemia_base_0001_25, leukemia_base_0001_29, leukemia_base_0002_27, leukemia_base_0008_25, leukemia_base_0011_10","[0.971, 1.0, 1.0, 1.0, 1.0, 1.0, 0.906, 1.0]","[654.0, 715.0, 720.0, 676.0, 665.0, 713.0, 67.0, 34.0]",8
AF006087_at,"leukemia_base_0001_0, leukemia_base_0001_7, leukemia_base_0001_12, leukemia_base_0001_15, leukemia_base_0001_19, leukemia_base_0001_22, leukemia_base_0001_23, leukemia_base_0002_19, leukemia_base_0002_23","[1.0, 1.0, 0.971, 1.0, 1.0, 0.971, 1.0, 1.0, 1.0]","[680.0, 692.0, 694.0, 720.0, 676.0, 690.0, 646.0, 683.0, 726.0]",9
AF006609_at,"leukemia_base_0001_3, leukemia_base_0001_6, leukemia_base_0001_29, leukemia_base_0002_0, leukemia_base_0002_23, leukemia_base_0008_3, leukemia_base_0008_15","[1.0, 1.0, 1.0, 1.0, 1.0, 0.859, 0.891]","[733.0, 677.0, 665.0, 685.0, 726.0, 78.0, 70.0]",7
AF007111_at,"leukemia_base_0001_2, leukemia_base_0001_8, leukemia_base_0001_13, leukemia_base_0001_18, leukemia_base_0001_26, leukemia_base_0002_13, leukemia_base_0002_16, leukemia_base_0002_18, leukemia_base_0013_10, leukemia_base_0012_12, leukemia_base_0012_22","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.971, 1.0, 0.971]","[674.0, 715.0, 682.0, 690.0, 644.0, 696.0, 650.0, 730.0, 29.0, 80.0, 64.0]",11
AF007551_at,"leukemia_base_0001_9, leukemia_base_0001_16, leukemia_base_0001_20, leukemia_base_0002_11, leukemia_base_0002_12, leukemia_base_0002_24, leukemia_base_0003_0, leukemia_base_0003_1, leukemia_base_0006_9, leukemia_base_0009_1","[0.968, 0.971, 0.971, 1.0, 1.0, 1.0, 0.997, 1.0, 1.0, 1.0]","[650.0, 659.0, 632.0, 707.0, 693.0, 683.0, 634.0, 660.0, 73.0, 62.0]",10
AF007875_at,"leukemia_base_0001_7, leukemia_base_0002_4, leukemia_base_0002_15, leukemia_base_0002_19, leukemia_base_0012_29","[1.0, 1.0, 1.0, 1.0, 1.0]","[692.0, 669.0, 654.0, 683.0, 51.0]",5
AF008445_at,"leukemia_base_0001_23, leukemia_base_0002_3, leukemia_base_0002_4, leukemia_base_0002_8, leukemia_base_0002_11, leukemia_base_0002_23, leukemia_base_0002_28, leukemia_base_0002_29, leukemia_base_0011_25, leukemia_base_0012_10","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.971]","[646.0, 660.0, 669.0, 694.0, 707.0, 726.0, 688.0, 707.0, 33.0, 70.0]",10
AF008937_at,"leukemia_base_0001_8, leukemia_base_0001_17, leukemia_base_0001_23, leukemia_base_0001_27, leukemia_base_0002_15, leukemia_base_0013_18","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[715.0, 722.0, 646.0, 734.0, 654.0, 26.0]",6
AF009301_at,"leukemia_base_0001_6, leukemia_base_0001_12, leukemia_base_0001_15, leukemia_base_0001_22, leukemia_base_0001_27, leukemia_base_0001_29, leukemia_base_0002_14, leukemia_base_0002_20, leukemia_base_0002_24, leukemia_base_0008_3, leukemia_base_0012_3","[1.0, 0.971, 1.0, 0.971, 1.0, 1.0, 1.0, 1.0, 1.0, 0.859, 1.0]","[677.0, 694.0, 720.0, 690.0, 734.0, 665.0, 700.0, 647.0, 683.0, 78.0, 61.0]",11
AF009368_at,"leukemia_base_0001_17, leukemia_base_0002_14, leukemia_base_0002_24, leukemia_base_0009_3, leukemia_base_0008_17, leukemia_base_0011_18, leukemia_base_0011_23, leukemia_base_0013_26","[1.0, 1.0, 1.0, 1.0, 0.859, 0.984, 0.984, 1.0]","[722.0, 700.0, 683.0, 67.0, 65.0, 23.0, 24.0, 38.0]",8
AF009426_at,"leukemia_base_0001_4, leukemia_base_0001_18, leukemia_base_0001_23, leukemia_base_0002_4, leukemia_base_0002_24, leukemia_base_0003_1, leukemia_base_0006_5, leukemia_base_0013_27, leukemia_base_0012_25","[0.971, 1.0, 1.0, 1.0, 1.0, 1.0, 0.997, 1.0, 1.0]","[654.0, 690.0, 646.0, 669.0, 683.0, 660.0, 56.92, 30.0, 63.0]",9
AF009674_at,"leukemia_base_0001_12, leukemia_base_0001_13, leukemia_base_0001_16, leukemia_base_0001_18, leukemia_base_0002_12, leukemia_base_0002_18, leukemia_base_0002_19, leukemia_base_0002_27, leukemia_base_0003_0, leukemia_base_0009_27","[0.971, 1.0, 0.971, 1.0, 1.0, 1.0, 1.0, 1.0, 0.997, 0.969]","[694.0, 682.0, 659.0, 690.0, 693.0, 730.0, 683.0, 713.0, 634.0, 70.0]",10
AF010193_at,"leukemia_base_0001_5, leukemia_base_0001_10, leukemia_base_0001_14, leukemia_base_0001_26, leukemia_base_0001_28, leukemia_base_0002_4, leukemia_base_0002_17, leukemia_base_0003_0, leukemia_base_0009_9, leukemia_base_0009_28, leukemia_base_0011_18, leukemia_base_0012_13","[1.0, 0.971, 1.0, 1.0, 0.971, 1.0, 1.0, 0.997, 0.984, 0.984, 0.984, 1.0]","[688.0, 679.0, 700.0, 644.0, 669.0, 669.0, 689.0, 634.0, 53.0, 65.0, 23.0, 74.0]",12
AF012024_s_at,"leukemia_base_0002_0, leukemia_base_0002_4, leukemia_base_0002_24","[1.0, 1.0, 1.0]","[685.0, 669.0, 683.0]",3
AF012270_at,"leukemia_base_0001_28, leukemia_base_0002_0, leukemia_base_0002_20, leukemia_base_0002_24","[0.971, 1.0, 1.0, 1.0]","[669.0, 685.0, 647.0, 683.0]",4
AF014958_at,"leukemia_base_0001_4, leukemia_base_0001_26, leukemia_base_0002_8, leukemia_base_0002_11, leukemia_base_0002_17, leukemia_base_0002_18, leukemia_base_0002_21, leukemia_base_0002_26, leukemia_base_0009_9, leukemia_base_0013_6","[0.971, 1.0, 1.0, 1.0, 1.0, 1.0, 0.969, 1.0, 0.984, 1.0]","[654.0, 644.0, 694.0, 707.0, 689.0, 730.0, 679.0, 711.0, 53.0, 26.0]",10
AF015910_at,"leukemia_base_0001_20, leukemia_base_0002_26, leukemia_base_0009_8","[0.971, 1.0, 0.984]","[632.0, 711.0, 52.0]",3
AF015913_at,"leukemia_base_0001_0, leukemia_base_0001_6, leukemia_base_0001_11, leukemia_base_0002_0, leukemia_base_0002_5, leukemia_base_0002_13","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[680.0, 677.0, 661.0, 685.0, 637.0, 696.0]",6
AF015950_at,"leukemia_base_0001_2, leukemia_base_0001_3, leukemia_base_0001_8, leukemia_base_0001_9, leukemia_base_0001_14, leukemia_base_0001_16, leukemia_base_0002_0, leukemia_base_0002_23, leukemia_base_0009_26","[1.0, 1.0, 1.0, 0.968, 1.0, 0.971, 1.0, 1.0, 1.0]","[674.0, 733.0, 715.0, 650.0, 700.0, 659.0, 685.0, 726.0, 57.0]",9
AFFX-BioB-3_at,"leukemia_base_0001_0, leukemia_base_0001_14, leukemia_base_0002_16, leukemia_base_0002_20, leukemia_base_0008_12, leukemia_base_0009_17, leukemia_base_0013_6","[1.0, 1.0, 1.0, 1.0, 0.922, 0.984, 1.0]","[680.0, 700.0, 650.0, 647.0, 70.0, 66.0, 26.0]",7
AFFX-BioB-3_st,"leukemia_base_0002_2, leukemia_base_0002_9, leukemia_base_0002_13, leukemia_base_0006_3","[1.0, 0.999, 1.0, 0.984]","[683.0, 636.0, 696.0, 64.0]",4
AFFX-BioB-5_at,"leukemia_base_0001_20, leukemia_base_0001_21, leukemia_base_0001_29, leukemia_base_0002_3, leukemia_base_0008_2","[0.971, 1.0, 1.0, 1.0, 0.906]","[632.0, 704.0, 665.0, 660.0, 78.0]",5
AFFX-BioB-5_st,"leukemia_base_0002_15, leukemia_base_0002_21","[1.0, 0.969]","[654.0, 679.0]",2
AFFX-BioB-M_at,"leukemia_base_0001_10, leukemia_base_0002_1, leukemia_base_0002_2, leukemia_base_0002_3, leukemia_base_0002_10, leukemia_base_0002_27, leukemia_base_0008_3, leukemia_base_0008_5","[0.971, 0.984, 1.0, 1.0, 1.0, 1.0, 0.859, 0.844]","[679.0, 681.0, 683.0, 660.0, 657.0, 713.0, 78.0, 78.0]",8
AFFX-BioB-M_st,"leukemia_base_0001_21, leukemia_base_0002_0, leukemia_base_0002_2, leukemia_base_0002_14, leukemia_base_0009_22","[1.0, 1.0, 1.0, 1.0, 0.984]","[704.0, 685.0, 683.0, 700.0, 64.0]",5
AFFX-BioC-3_at,"leukemia_base_0001_2, leukemia_base_0001_19, leukemia_base_0001_24, leukemia_base_0002_11, leukemia_base_0009_3, leukemia_base_0012_14, leukemia_base_0012_27","[1.0, 1.0, 1.0, 1.0, 1.0, 0.971, 1.0]","[674.0, 676.0, 663.0, 707.0, 67.0, 58.0, 57.0]",7
AFFX-BioC-3_st,"leukemia_base_0001_4, leukemia_base_0001_8, leukemia_base_0001_11, leukemia_base_0002_1, leukemia_base_0002_2, leukemia_base_0002_3, leukemia_base_0002_20, leukemia_base_0002_29, leukemia_base_0006_4, leukemia_base_0009_23","[0.971, 1.0, 1.0, 0.984, 1.0, 1.0, 1.0, 1.0, 1.0, 0.969]","[654.0, 715.0, 661.0, 681.0, 683.0, 660.0, 647.0, 707.0, 68.0, 57.0]",10
AFFX-BioC-5_at,"leukemia_base_0002_1, leukemia_base_0002_4, leukemia_base_0002_8, leukemia_base_0002_16, leukemia_base_0002_28","[0.984, 1.0, 1.0, 1.0, 1.0]","[681.0, 669.0, 694.0, 650.0, 688.0]",5
AFFX-BioC-5_st,"leukemia_base_0001_21, leukemia_base_0002_0, leukemia_base_0002_9, leukemia_base_0002_11, leukemia_base_0002_22, leukemia_base_0002_24, leukemia_base_0008_6, leukemia_base_0009_23, leukemia_base_0009_27, leukemia_base_0011_3","[1.0, 1.0, 0.999, 1.0, 1.0, 1.0, 0.828, 0.969, 0.969, 1.0]","[704.0, 685.0, 636.0, 707.0, 676.0, 683.0, 67.0, 57.0, 70.0, 30.0]",10
AFFX-BioDn-3_at,"leukemia_base_0001_3, leukemia_base_0001_19, leukemia_base_0001_20, leukemia_base_0001_29, leukemia_base_0002_2, leukemia_base_0002_5, leukemia_base_0002_14, leukemia_base_0002_28, leukemia_base_0006_3, leukemia_base_0009_23","[1.0, 1.0, 0.971, 1.0, 1.0, 1.0, 1.0, 1.0, 0.984, 0.969]","[733.0, 676.0, 632.0, 665.0, 683.0, 637.0, 700.0, 688.0, 64.0, 57.0]",10
AFFX-BioDn-3_st,"leukemia_base_0001_8, leukemia_base_0001_9, leukemia_base_0001_14, leukemia_base_0001_24, leukemia_base_0002_3, leukemia_base_0002_23, leukemia_base_0002_28, leukemia_base_0012_29","[1.0, 0.968, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[715.0, 650.0, 700.0, 663.0, 660.0, 726.0, 688.0, 51.0]",8
AFFX-BioDn-5_at,"leukemia_base_0001_3, leukemia_base_0001_5, leukemia_base_0002_6","[1.0, 1.0, 1.0]","[733.0, 688.0, 671.0]",3
AFFX-BioDn-5_st,"leukemia_base_0001_7, leukemia_base_0001_11, leukemia_base_0001_14, leukemia_base_0002_6, leukemia_base_0003_0, leukemia_base_0012_22","[1.0, 1.0, 1.0, 1.0, 0.997, 0.971]","[692.0, 661.0, 700.0, 671.0, 634.0, 64.0]",6
AFFX-CreX-3_at,"leukemia_base_0001_8, leukemia_base_0001_14, leukemia_base_0001_17, leukemia_base_0002_6, leukemia_base_0002_19, leukemia_base_0008_20","[1.0, 1.0, 1.0, 1.0, 1.0, 0.891]","[715.0, 700.0, 722.0, 671.0, 683.0, 70.0]",6
AFFX-CreX-3_st,"leukemia_base_0001_2, leukemia_base_0001_10, leukemia_base_0001_14, leukemia_base_0001_27, leukemia_base_0002_0, leukemia_base_0002_4, leukemia_base_0002_7, leukemia_base_0002_16, leukemia_base_0002_18, leukemia_base_0002_20, leukemia_base_0002_23, leukemia_base_0002_26","[1.0, 0.971, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[674.0, 679.0, 700.0, 734.0, 685.0, 669.0, 682.0, 650.0, 730.0, 647.0, 726.0, 711.0]",12
AFFX-CreX-5_at,"leukemia_base_0002_3, leukemia_base_0002_28, leukemia_base_0003_0, leukemia_base_0011_26","[1.0, 1.0, 0.997, 1.0]","[660.0, 688.0, 634.0, 32.0]",4
AFFX-CreX-5_st,"leukemia_base_0001_8, leukemia_base_0001_16, leukemia_base_0001_24, leukemia_base_0001_25, leukemia_base_0001_27, leukemia_base_0002_1, leukemia_base_0002_4, leukemia_base_0002_12, leukemia_base_0002_20, leukemia_base_0011_0","[1.0, 0.971, 1.0, 1.0, 1.0, 0.984, 1.0, 1.0, 1.0, 0.969]","[715.0, 659.0, 663.0, 676.0, 734.0, 681.0, 669.0, 693.0, 647.0, 36.0]",10
AFFX-DapX-3_at,"leukemia_base_0001_10, leukemia_base_0002_27, leukemia_base_0007_4, leukemia_base_0012_29","[0.971, 1.0, 0.984, 1.0]","[679.0, 713.0, 63.0, 51.0]",4
AFFX-DapX-5_at,"leukemia_base_0001_4, leukemia_base_0001_17, leukemia_base_0002_15, leukemia_base_0002_26, leukemia_base_0009_20","[0.971, 1.0, 1.0, 1.0, 0.999]","[654.0, 722.0, 654.0, 711.0, 65.0]",5
AFFX-DapX-M_at,"leukemia_base_0001_5, leukemia_base_0001_8, leukemia_base_0001_10, leukemia_base_0001_15, leukemia_base_0001_25, leukemia_base_0002_13, leukemia_base_0006_1, leukemia_base_0009_14, leukemia_base_0009_22","[1.0, 1.0, 0.971, 1.0, 1.0, 1.0, 0.984, 1.0, 0.984]","[688.0, 715.0, 679.0, 720.0, 676.0, 696.0, 69.0, 57.0, 64.0]",9
AFFX-HSAC07/X00351_3_at,"leukemia_base_0001_8, leukemia_base_0001_23, leukemia_base_0001_29, leukemia_base_0002_4, leukemia_base_0002_16, leukemia_base_0002_28, leukemia_base_0009_5, leukemia_base_0009_24","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.98, 0.984]","[715.0, 646.0, 665.0, 669.0, 650.0, 688.0, 68.01, 50.0]",8
AFFX-HSAC07/X00351_3_st,"leukemia_base_0001_13, leukemia_base_0001_25, leukemia_base_0002_15, leukemia_base_0002_18, leukemia_base_0008_11","[1.0, 1.0, 1.0, 1.0, 0.891]","[682.0, 676.0, 654.0, 730.0, 62.0]",5
AFFX-HSAC07/X00351_5_at,"leukemia_base_0001_0, leukemia_base_0001_3, leukemia_base_0002_6, leukemia_base_0002_7, leukemia_base_0002_12, leukemia_base_0002_14, leukemia_base_0002_16, leukemia_base_0002_22, leukemia_base_0008_7, leukemia_base_0013_24, leukemia_base_0012_5, leukemia_base_0012_26","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.953, 0.969, 1.0, 1.0]","[680.0, 733.0, 671.0, 682.0, 693.0, 700.0, 650.0, 676.0, 70.0, 27.0, 64.0, 71.0]",12
AFFX-HSAC07/X00351_5_st,"leukemia_base_0001_22, leukemia_base_0002_4, leukemia_base_0002_7, leukemia_base_0003_2, leukemia_base_0008_24","[0.971, 1.0, 1.0, 1.0, 0.875]","[690.0, 669.0, 682.0, 657.0, 63.0]",5
AFFX-HSAC07/X00351_M_at,"leukemia_base_0001_16, leukemia_base_0002_0, leukemia_base_0002_7, leukemia_base_0002_15, leukemia_base_0009_3","[0.971, 1.0, 1.0, 1.0, 1.0]","[659.0, 685.0, 682.0, 654.0, 67.0]",5
AFFX-HSAC07/X00351_M_st,"leukemia_base_0001_9, leukemia_base_0001_21, leukemia_base_0001_23, leukemia_base_0002_0, leukemia_base_0002_1, leukemia_base_0002_22","[0.968, 1.0, 1.0, 1.0, 0.984, 1.0]","[650.0, 704.0, 646.0, 685.0, 681.0, 676.0]",6
AFFX-HUMGAPDH/M33197_3_at,"leukemia_base_0001_0, leukemia_base_0001_7, leukemia_base_0001_9, leukemia_base_0001_15, leukemia_base_0002_3, leukemia_base_0002_8, leukemia_base_0002_15, leukemia_base_0002_22, leukemia_base_0006_5, leukemia_base_0009_7, leukemia_base_0009_28","[1.0, 1.0, 0.968, 1.0, 1.0, 1.0, 1.0, 1.0, 0.997, 0.984, 0.984]","[680.0, 692.0, 650.0, 720.0, 660.0, 694.0, 654.0, 676.0, 56.92, 58.0, 65.0]",11
AFFX-HUMGAPDH/M33197_3_st,"leukemia_base_0001_2, leukemia_base_0001_4, leukemia_base_0001_15, leukemia_base_0001_16, leukemia_base_0001_26, leukemia_base_0002_3, leukemia_base_0002_13, leukemia_base_0003_1, leukemia_base_0011_21","[1.0, 0.971, 1.0, 0.971, 1.0, 1.0, 1.0, 1.0, 0.993]","[674.0, 654.0, 720.0, 659.0, 644.0, 660.0, 696.0, 660.0, 23.0]",9
AFFX-HUMGAPDH/M33197_5_at,"leukemia_base_0001_1, leukemia_base_0001_3, leukemia_base_0001_10, leukemia_base_0001_14, leukemia_base_0002_8, leukemia_base_0002_17, leukemia_base_0002_20, leukemia_base_0002_22, leukemia_base_0012_21","[1.0, 1.0, 0.971, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[700.0, 733.0, 679.0, 700.0, 694.0, 689.0, 647.0, 676.0, 61.0]",9
AFFX-HUMGAPDH/M33197_5_st,"leukemia_base_0001_6, leukemia_base_0001_22, leukemia_base_0001_29, leukemia_base_0002_3, leukemia_base_0002_4, leukemia_base_0002_9, leukemia_base_0002_10, leukemia_base_0002_11","[1.0, 0.971, 1.0, 1.0, 1.0, 0.999, 1.0, 1.0]","[677.0, 690.0, 665.0, 660.0, 669.0, 636.0, 657.0, 707.0]",8
AFFX-HUMGAPDH/M33197_M_at,"leukemia_base_0001_1, leukemia_base_0002_14, leukemia_base_0002_17, leukemia_base_0002_21, leukemia_base_0003_0, leukemia_base_0003_1","[1.0, 1.0, 1.0, 0.969, 0.997, 1.0]","[700.0, 700.0, 689.0, 679.0, 634.0, 660.0]",6
AFFX-HUMGAPDH/M33197_M_st,"leukemia_base_0001_0, leukemia_base_0001_4, leukemia_base_0001_29, leukemia_base_0002_25, leukemia_base_0007_4, leukemia_base_0009_6","[1.0, 0.971, 1.0, 1.0, 0.984, 0.984]","[680.0, 654.0, 665.0, 716.0, 63.0, 60.0]",6
AFFX-HUMISGF3A/M97935_3_at,"leukemia_base_0001_0, leukemia_base_0002_13, leukemia_base_0002_15, leukemia_base_0008_6, leukemia_base_0012_19","[1.0, 1.0, 1.0, 0.828, 1.0]","[680.0, 696.0, 654.0, 67.0, 67.0]",5
AFFX-HUMISGF3A/M97935_5_at,"leukemia_base_0001_5, leukemia_base_0001_12, leukemia_base_0001_21, leukemia_base_0001_24, leukemia_base_0001_29, leukemia_base_0002_3, leukemia_base_0002_23, leukemia_base_0002_27, leukemia_base_0002_28, leukemia_base_0002_29, leukemia_base_0008_10","[1.0, 0.971, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.906]","[688.0, 694.0, 704.0, 663.0, 665.0, 660.0, 726.0, 713.0, 688.0, 707.0, 79.0]",11
AFFX-HUMISGF3A/M97935_MA_at,"leukemia_base_0001_5, leukemia_base_0001_19, leukemia_base_0001_24, leukemia_base_0001_26, leukemia_base_0002_5, leukemia_base_0002_9, leukemia_base_0002_16, leukemia_base_0002_20","[1.0, 1.0, 1.0, 1.0, 1.0, 0.999, 1.0, 1.0]","[688.0, 676.0, 663.0, 644.0, 637.0, 636.0, 650.0, 647.0]",8
AFFX-HUMISGF3A/M97935_MB_at,"leukemia_base_0001_1, leukemia_base_0001_10, leukemia_base_0001_25, leukemia_base_0002_7, leukemia_base_0002_10, leukemia_base_0002_19","[1.0, 0.971, 1.0, 1.0, 1.0, 1.0]","[700.0, 679.0, 676.0, 682.0, 657.0, 683.0]",6
AFFX-HUMRGE/M10098_3_at,"leukemia_base_0001_0, leukemia_base_0001_4, leukemia_base_0001_7, leukemia_base_0001_13, leukemia_base_0001_18, leukemia_base_0002_13, leukemia_base_0002_15, leukemia_base_0007_5","[1.0, 0.971, 1.0, 1.0, 1.0, 1.0, 1.0, 0.984]","[680.0, 654.0, 692.0, 682.0, 690.0, 696.0, 654.0, 60.0]",8
AFFX-HUMRGE/M10098_5_at,"leukemia_base_0001_6, leukemia_base_0001_21, leukemia_base_0001_25","[1.0, 1.0, 1.0]","[677.0, 704.0, 676.0]",3
AFFX-HUMRGE/M10098_M_at,"leukemia_base_0001_6, leukemia_base_0001_25, leukemia_base_0002_1, leukemia_base_0002_16, leukemia_base_0008_28, leukemia_base_0012_29","[1.0, 1.0, 0.984, 1.0, 0.906, 1.0]","[677.0, 676.0, 681.0, 650.0, 70.0, 51.0]",6
AFFX-HUMTFRR/M11507_3_at,"leukemia_base_0001_10, leukemia_base_0001_14, leukemia_base_0001_24, leukemia_base_0002_5, leukemia_base_0009_18","[0.971, 1.0, 1.0, 1.0, 0.984]","[679.0, 700.0, 663.0, 637.0, 70.0]",5
